,hs_class,text
7155,positive, tanpa disadari oleh kita bera i kita sudah dikelilingi tenaga kerja asing ya kalau diam diam mereka menyerang kita bagaimana karena kita kan lemah tidak mau melawan pekerjaan kita di ambil merekapun kita diam 
7156,positive, jadi kalau masih mau mt tidak kena dare bajingan 3 
7157,negative,ooo diganti lagi libur lebaran 13 21 diubah 11 20 sama saja pasca lebaran nya dikurangi masa hari senin harus balik tanggal 18 2 hari di jalan kalau tidak macet tanggal 20 sama saja itu bego h 2 bakal menumpuk presiden bego 
7158,negative,bani taplak kotak kotak menang ini pasti konspirasi wahyudi remason 
7159,positive,kultural penelitian budaya dengan perangkat metodologi historis fakta amp kesimpulan masa lalu etnologi penelitian perilaku manusia penelitian praktis kasus mikro begitu bersifat behavioristik
7160,negative,setuju pak ar fokus 2019 ganti presiden poros ketiga hanya akan memecah suara play station jangan mau dikadali lagi 
7161,negative, di televisi ada kok keterangan menteri kesehatan pada budek saja kuping nya 
7162,negative, cocot rusak 
7163,positive,khofifah indar parawansa ingin bangun tempat perlindungan anak khofifah parawansa
7164,positive, retweet sayang yang mau belajar ngentot sampai pasangan kalian terkencing kencing 
7165,negative, oh iya ya kapan otaknya sudah keropos di makan belatung onta xf0 x9f x98 x82 xf0 x9f x98 x8
7166,negative, memang sih ahok itu siapa prestasi nol besar cuma bisa berbicara tai atau ahok punya rahasia kebusukan rezim ini 
7167,negative, hai jongos penista agama kami muslim sudah bangkit tidak akan dukung jongos ahok
7168,positive,musyrik yang mengantarkan ke kezaliman tutup dengan hafalan alquran dan hadis 
7169,negative,bagi cina ri negara masa depannya 75 tanah dikuasai siap usir pribumi dengan dewa perang 
7170,positive, ayo dilanjut ke cerita nya 
7171,positive,pledis buka audisi di cina 
7172,positive, harusnya bisa switch kata katanya jadi kami membagi takjil bukan bom 
7173,negative,ini orang goblok kok dipelihara sih anjing 
7174,negative,apalagi mereka pak ai koalisi pendukung pemerintah yang juga diketahui sudah menjalin kerja sama politik dengan pak ai komunis cina
7175,negative, kecebong kemana ya presiden dihina dan diancam diam saja dan atau mereka bermental kacung semua 
7176,negative, di kementerian pendidikan dan kebudayaan masa tidak ada orang yang lebih lebih pintar sedikit untuk suggest film yang bagus untuk ditonton 2019 ganti presiden 2019 ganti presiden
7177,negative, ah cebong adalah cuma bisa begitu jawabnya 
7178,positive, ini aku bicarakan sama swasta katolik karena sekolahku dulu begini dan spp mahal daftar ulang setiap naik kelas dan harus bayar lagi dan dan disiplin guru niat mengajar bersih pakai banget fasilitas oke banget kantin kafe susananya enak 
7179,negative, 
7180,positive, sepe i melihat punuk onta 
7181,positive, aaaaaaah aku lebih suka ava kayak tidak asing deh serius terus polisi nya aku tau itu suka main di film fbi 
7182,negative, pengagum dan penggemar bajingan penista agama masih menjadi ancaman buat demokrasi mereka menghalalkan segala cara untuk membalas sakit hati nya dasar pengecut itu jongos jongos mulut jamban kalau ini terus menerus terjadi malah tidak sampai 2030 september yang disama
7183,positive, tetapi pelajaran efek jera juga penting biar otak amp mulutnya tidak ikut ikut dengan orang orang belum mengakui pintar 
7184,positive, gemuk itu alamiah nder wajar gendutan kalau memang sedang nafsu makan dan by the way gendut tidak cuma berasal karena banyak makan bisa juga hormon penyakit genetik dan lain lain jadi jangan rendah diri dan mungkin bisa sambil olahraga dan jaga pola makan supaya se
7185,negative, yang memilih pasti cebong dan para penghuni dunia gaib ustaz yang biasa kalau komen jorok 
7186,positive, anjir sange ngewe sama cowok straight manly kontol gede minat booking whatsapp 085894931926 jaka a selatan only uniform resource locator
7187,positive,gubernur jabar hebat 
7188,positive, kenapa harus bom ya kayak yang benar menunjukkan kita ini siapa dengan embel xe2 x80 x9cbom xe2 x80 x9d masih bikin takut orang orang sebenarnya nya apalagi keluar yang menjadi korban 
7189,positive, untung satu geng untung bukan tanya macam macam ke orang asing xf0 x9f x98 x82 xf0 x9f xa4 xa3 
7190,positive, 
7191,positive,8 pada masa itu setidaknya ada 45 persen dari 4 7 juta warga bosnia memeluk agama islam sisanya adalah kristen o odoks katolik protestan dan lainnya 
7192,positive,6 siapa saja klien yang sudah pernah kamu tangani aku chat
7193,positive, terima kasih pak presiden yang selalu memberikan selamat dengan tulus semoga sehat selalu pak allah memberikan yang terbaik kepada pak jokowi amin salam dua periode 
7194,negative, bera i rejim jokowi sama saja dong ganti ah 
7195,negative,responden responden yang goblok goblok belum paham juga wa awan berita satu juga goblok nanti kalau anies sandy sudah memimpin sangat mudah
7196,positive,akun isinya xe2 x80 x9canti asing xe2 x80 x9d xe2 x80 x9ctolak asing xe2 x80 x9d xe2 x80 x9cnon pribumi xe2 x80 x9d tapi terus mengeluh xe2 x80 x9citu di thailand kok banyak negara asing yang bantu kita di danau toba kok tidak ada yang bantu xe2 x8
7197,positive, tidak cukup hanya wanita yang baik bagaimana kalau wanita cacat tapi baik yang dicari baik cantik dan pintar 
7198,positive,presiden ri 1 1r soekarno 2 2oeha o 3 3j habibie 4 abdurrahman wahid 5 soekarno putri 6 bambang yudhoyono 7 toko widodo 8 8 
7199,negative, picek a matamu 
7200,positive,melalui saudara mengaji semoga allah izinkan gus ipul mbak puti jadi gubernur dan wakil gubernur jawa timur saudara mengaji kota batu saudara mengaji jombang 
7201,positive, sedih ik mbak cit pak bani bagaimana ya beliau kan selalu memberi target nem tiap tahun naik 
7202,positive,waktu mata pelajaran ekonomi di sampai sama bolos mas apa remedial 
7203,positive, ya sudah maunya apa pantat panci 
7204,negative, giliran bela ahok yang tau kafir atau bukan cuma tuhan tapi urusan sorga dia yang kapling dan dan liberal kocak inus gila 
7205,positive, naib presiden ppbm kantoikan dap terima tajaan negara asing patutlah dap paling lantang tolak akta dana politik sebab mereka takut rahsia sumber duit untuk pak i kantoi tolak pakatan tolak dewan adat papua jombn bersamaan hebat negaraku
7206,negative, kalau saran gue mundur saja jalan yang terbaik
7207,negative, rezim anti islam benar kan tidak bisa dipungkiri lagi 
7208,positive, sendiri dan dan xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 darren satu nama yang terlontar begitu saja manik sipit arion membundar antara percaya dan tidak ini terlalu aneh dan dan 
7209,positive, dari segi pandang ini maka satu agama tidak pantas untuk menganggap agama lain lebih irasional atau tidak nyata karena sama sama irasional dengan demikian dari segi irasionalitas yahudi kristen islam hindu animisme
7210,negative,lengserkan rezim jokowi secepatnya agar negara tidak semakin hancur dan amburadul
7211,negative, kenapa kalau sudah tolol jangan dilihat tololnya jadi memalukan kan wkwk 
7212,negative,jijik kunyuk mt gue tidak di balas sok suci cih wooseok jung 
7213,positive, setuju ada islam nusantara di indonesia ada beberapa agama sekalian saja di buat kristen protestan nusantara katolik nusantara buddha nusantara hindu nusantara dan agama lain ada nusantaranya biar seragam dan negara kesatuan republik indonesia begitu lah karena
7214,negative,3 kelompok di balik rezim ini merekayasa berbagai terorisme islam untuk merusak citra islam dan indonesia 4 menuduh umat islam indonesia militan radikal garis keras 5 menyudutkan islam melalui berbagai isu sepe i lgbt dan lain lain 6 menuduh mencurigai i
7215,positive,bom jiah 
7216,positive,mintak jasa baik kawan kawan lini masa benda nih my relative nurliyana abdul razif mengalami hyper tiroid and it sih become worse right now she really need bantuan keuangan untuk rawatan boleh bank in kat account nih nurliyana abdi razif 0
7217,negative,retweeted di warga negara indonesia di korea juga menginginkan 2019 ganti presiden semakin membahana gerakan 2019 ganti presiden mendunia 
7218,positive, onta mana bisa berbicara 
7219,positive, wa 6281294490616 nig fanya ckarisha tidak sabar ingin di entot sama kontol bule perkasa ini enak banget di entot sama konto xe2 x80 xa6 
7220,negative,warga moskow demo turunkan jokowi di negara nya save ustaz alfian
7221,positive, abang kuli favorit penasaran lihat kontol dia uniform resource locator xe2 x80 xa6 
7222,negative,tolak versi baru akal akalan rezim mau diedit sesuai selera mereka kalau pak ai komunis indonesia korban dasar komunis 
7223,negative, gubernur kok tidak bisa bayar tukang konsep tukang ketik payah lah sudah deh sebaiknya 2019 ganti presiden 2019 ganti presiden
7224,negative, kalau dia kalah pasti salah wasit padahal sudah pakai isu hoaks ulama 212 saracen isu sara isu pak ai komunis indonesia isu antek asing semua sudah goreng sampa hangus tetap saja tidak naik elektabilitasnya salahnya rakyat yang goblok iya prabowo atau km yang
7225,positive, boleh teman aku muslim sekolah di sama katolik diperlakukan baik banget kok 
7226,negative, pak untuk menghapus teroris islam penipuan perlu ada penjelasan agar islam mudah dipahami
7227,positive,resmi ditutup gubernur jabar apresiasi musabaqah tilawatil alquran ke xxxv tingkat jabar di sukabumi info desaku 
7228,positive,hari ini menteri ke kantor tidak sepe i biasanya tanpa pengawalan protokoler beliau menggunakan motor ketularan presiden yang sedang demam film dilan 1990 siap bermotoran dan blusuk tinjau proyek padat karya tunai di desa desa
7229,negative,sudahkah anda di tipu jokowi hari ini 
7230,positive, sepengetahuan saya sama mbak mereka kristen kalau tidak salah 
7231,positive,mengelibut di pagi buta 
7232,negative,ini itu kesalahan jokowi dan ahok sih babi ateis uniform resource locator
7233,negative, pak menga ikan ijab kabul sebagai perjanjian nikah langkah baik dalam rangka buang islam
7234,positive,insya allah bapak prabowo dan ustaz anis matta memiliki kriteria ini 2019 ganti presiden 2019 prabowo anis matta
7235,positive,lelucon tentang kulit hitam transgender tinggi badan ukuran mata tebal bibir agama dan seterusnya itu lucu sebelum manusia menjadikannya alasan untuk sesuatu diskriminasi dan dan subsidi silang konten 
7236,negative,saracen kejahatan besar yang direncanakan menteri dalam negeri harus membatalkan kemenangan pasangan anies sandi karena menggunakan jasa saracen
7237,positive, 95 lokal prestasi hebat buat presiden yang sering dituduh antek asing 
7238,negative, cocok itu prabowo ke myanmar naik kuda 
7239,positive,jawaban soal nomor 7 dan anaknya kehilangan tangan amp kaki karena menginjak ranjau sih anak ingin kasih tau kabar buruk ke kedua orang tuanya tentang kondisinya orang tuanya tidak mau menerima orang cacat karena merasa bakal jadi beban sakit hati dengar
7240,positive, kalau mau nyinyir tolong dibekali dengan pengetahuan yang cukup ya wanita katolik tidak wajib memakai penutup kepala 
7241,negative, keren juga mas ini selain survei bo juga merangkap koordinator cebong ya xf0 x9f x98 x82 xf0 x9f x98 x82 ntl nya banyak dukungan dari bani cebong nmantrraaaf xf0 x9f x98 x8a xf0 x9f x98 x8a 
7242,negative,gatot antek asing ternyata 
7243,positive, mantap kamu nya keterima sitip ini 
7244,positive, santai saja bro meski gue sudah biasa diblok tak satu pun akun yang gue blok meski ada blok masa blok mahakam blok east natuna blok east kalimantan blok attaka blok kasuri dan lain lain i don t car
7245,negative, adian gaya kamu kayak beruk begini kalau supir tembak metromini masuk dewan perwakilan rakyat kampungan kamu 
7246,negative,begitu bersuara sudah bisa dipastikan narasinya pembela pak ai komunis indonesia
7247,positive,aneh bebek ku transgender dalam satu malam dengan sendirinya di dalam kandang yang semula betina jadi jantan warna coklat jadi hitam sehat jadi sakit atau mungkin ada tangan 
7248,positive, itu buat acara bagi bagi takjil tetapi namanya bom takjil 
7249,positive,barusan aku menonton film monster film tentang alien wuornos oh my god sedih selama ini aku tau dia dari tulisan tulisan di google doang aku tau kisah kisah masa lalu buruk dia amp keluarganya yang bikin dia jadi sehancur itu amp jadi pekerja seks komersial 
7250,positive, apa huhungannya bego sama lesbi anjir 
7251,positive, bunga bangkai 
7252,positive,dampak ekonomi putusnya jembatan babat saksikan berita terkininya dalam pukul 09 00 waktu indonesia bagian barat hanya di tvone amp streaming di tvone connect
7253,positive, menang kalah dalam pe andingan itu sebuah keniscayaan dan bukan sekadar kemenangan yang diharapkan dan tapi usaha dan kerja xe2 x80 xa6 
7254,negative,dan jalan tersebut adalah akses menuju velodrome yang dipakai untuk asean games hehe kebijakan gubernur yang sungguh keberpihakan titit kuda 
7255,positive,kadang pikiran orang licik yang di dunia lesbi cuma iseng itu begini dan dan alah lesbi tidak usah serius toh tidak akan selamanya dan berbekal kalimat itu banyak cewek cewek tak tau diri yang mainkan hati ceweknya yang padahal benar benar sudah jadi budak cinta dan laugh out loud 
7256,negative, sih islam nusantara itu ikut ikut kristen gereja kristen jawa gereja kristen indonesia dan lain lain 
7257,positive,percayalah pak saya perempuan yang cukup tau batas almarhumah ibu saya cukup militer untuk mendidik anak anaknya aku cuma ingin menjadi muda yang asyik bukan muda yang kaku dengan batasan norma norma selama aku melakukan tidak menyalahi kodrat dan aturan keras agama saya 
7258,negative,akui saja ahok dan djarot kalian gagal atasi banjir orang kena banjir anda sibuk sidang kasus penista agama
7259,negative, cebong mana nge i 
7260,positive,kenapa tuan guru bajang membelot ke arah mendukung jokowi 2 periode bisa jadi sebagai jawaban atas tekanan asing bagaimana proyeksi presiden 2019 
7261,negative, cebong memang goblok semua intelligence quotient rendah xf0 x9f x91 x8e 
7262,negative, bego ah budek xf0 x9f x98 x91 
7263,negative,ingin ahok keluar dari jeruji jangan demo rumah tahanan tapi demo jokowi meminta amnesti atau grasi jika tak dikasih lengserkan jokowi salam dua tahun
7264,positive,sumpah tidaklah pindah om dengan bom diggy nih xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
7265,negative, lain kali tidak usah undang sih adian jadi narasumber lah kampungan 
7266,negative, cina babi cina maling dan usir cina uniform resource locator
7267,negative,rakyat jawa barat cerdas inshaaallah tidak dukung calon dari pak ai pak ai yang bela ahok penista agama uniform resource locator
7268,negative,keturunan cina racist ini apa juga paham sejarah indonesia paling paling tidak paham juga 
7269,positive, ada anjir hidup dimana kamu 
7270,negative,bodohnya cerita tak ada cinta sepe imu nih tolol amat 
7271,positive,17 rumus luas permukaan limas xf0 x9f x98 x8c iya biarkan n5 masih perjaka atau sudah duda jihun n15 kenapa orang mengira 1 1 itu 2 sir neo n88 fi pas masuk dfa tai n89 first chingu di dfa cecyl cantik banget n28 alasan masuk akademi ini jisun n99 lebih dahulu telur apa ayam dan kenapa kimi 
